workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,utterance_type,error
10,condition1,lollipops_big.jpg,no_contrast,Click on the leaf,.loc1,.loc4,.loc2,.loc3,good,"['loc2', 'loc3']","[638, 1564]",crane_small.jpg,leaf_big.jpg,flute_big.jpg,leaf_small.jpg,95,train55,train,292,unmodified,
10,condition1,castanets_big.jpg,semantic_contrast,Click on the strawberry pie,.loc3,.loc2,.loc1,.loc4,good,"['loc3', 'loc4', 'loc4']","[700, 1674, 2070]",toyhorse_small.jpg,jalapeno.jpg,pie_cherry.jpg,pie_strawberry.jpg,178,filler58,filler,293,modified,
10,condition1,iguana_big.jpg,contrast_control,Click on the firealarm,.loc2,.loc1,.loc3,.loc4,good,"['loc2', 'loc4']","[678, 1480]",iguana_small.jpg,firealarm_small.jpg,leash_small.jpg,firealarm_big.jpg,233,filler113,filler,294,unmodified,
10,condition1,woodperson_big.jpg,semantic_contrast,Click on the nuts chocolatebar,.loc4,.loc2,.loc1,.loc3,good,"['loc4', 'loc3', 'loc3']","[560, 1898, 2444]",joystick_small.jpg,constructionhelmet.jpg,chocolatebar_nonuts.jpg,chocolatebar_nuts.jpg,129,filler9,filler,295,modified,
10,condition1,ostrich_big.jpg,contrast_control,Click on the sponge,.loc1,.loc4,.loc3,.loc2,good,"['loc3', 'loc2']","[646, 1766]",ostrich_small.jpg,sponge_small.jpg,shears_small.jpg,sponge_big.jpg,199,filler79,filler,296,unmodified,
10,condition1,stroller_big.jpg,contrast,Click on the small drum,.loc2,.loc1,.loc3,.loc4,good,"['loc2', 'loc4', 'loc4']","[559, 1253, 1611]",doll_small.jpg,floppydiscs_big.jpg,drum_big.jpg,drum_small.jpg,52,train12,train,297,modified,
10,condition1,hookah_big.jpg,no_contrast,Click on the small fan,.loc3,.loc2,.loc1,.loc4,good,"['loc2', 'loc4', 'loc4']","[584, 1486, 2576]",flag_small.jpg,lock_big.jpg,lock_big.jpg,fan_small.jpg,38,test38,test,298,modified,
10,condition1,babywalker_blue.jpg,semantic_control,Click on the train,.loc1,.loc4,.loc2,.loc3,good,"['loc2', 'loc3']","[1270, 2600]",babywalker_yellow.jpg,train_small.jpg,thermometer_small.jpg,train_big.jpg,265,filler145,filler,299,unmodified,
10,condition1,bobcat_big.jpg,semantic_contrast,Click on the one dollarbills,.loc1,.loc2,.loc3,.loc4,good,"['loc1', 'loc2', 'loc4']","[724, 2740, 3994]",juicer_small.jpg,daisies.jpg,dollarbills_five.jpg,dollarbills_one.jpg,130,filler10,filler,300,modified,
10,condition1,train_big.jpg,no_contrast,Click on the cherry,.loc4,.loc3,.loc1,.loc2,good,"['loc4', 'loc2']","[600, 1403]",jetski_small.jpg,cherry_big.jpg,briefcase_big.jpg,cherry_small.jpg,85,train45,train,301,unmodified,
10,condition1,scissors_big.jpg,contrast,Click on the small fish,.loc3,.loc4,.loc2,.loc1,good,"['loc2', 'loc1', 'loc1']","[956, 1781, 2107]",rollerblades_small.jpg,fish_big.jpg,fish_big.jpg,fish_small.jpg,17,test17,test,302,modified,
